# id:13--13-13-0 
0.12,-0.4,-1
-0.36,0.98,1
0.07,-0.59,-1
0.33,0.99,1
-0.1,0.98,1
0.09,0.58,1
0.93,-0.46,-1
0.57,-0.61,-1
-0.2,0.04,-1
0.36,0.85,1
0.42,-0.04,-1
-0.66,0.6,1
-0.79,-0.33,-1
-0.57,1,1
-0.39,-0.1,-1
-0.24,0.99,1
0.51,0.91,1
0.32,0.47,1
-0.95,-0.73,-1
0,0.63,1
-0.08,0.05,1
0.43,0.39,1
0.92,0.61,-1
-0.19,-0.97,-1
0.7,-0.36,-1
-0.44,0.41,1
0,-0.09,-1
0.98,-0.78,-1
0.36,-0.72,-1
0.78,0.29,-1
-0.97,-0.8,-1
0.25,0.64,1
-0.94,0.55,-1
0.56,-0.64,-1
0.04,-0.94,-1
0.42,-0.38,-1
0.79,0.62,-1
-0.95,0.6,-1
0.81,-0.05,-1
0.82,-0.28,-1
0.47,-0.25,-1
-0.85,-1,-1
-0.76,-0.94,-1
0.93,0.62,-1
0.65,-0.35,-1
-1,-0.93,-1
0.78,0.87,1
-0.55,0.93,1
0.37,0.73,1
-0.45,0.55,1
0.03,0.01,-1
0.72,0.17,-1
-0.98,0.41,-1
0.9,0.34,-1
-0.89,-0.02,-1
-0.6,-0.01,-1
0.31,-0.23,-1
0.85,0.23,-1
0.97,-0.41,-1
0.05,0.15,1
-0.15,-0.83,-1
0.41,0.9,1
0.98,0.93,1
-0.41,0.82,1
-0.17,0.93,1
0.73,-0.67,-1
-0.3,0.65,1
0.54,0.49,1
-0.71,0.46,1
-0.23,-0.5,-1
-0.2,0.36,1
0.84,-0.23,-1
-0.97,-0.26,-1
0.64,0.34,-1
-0.42,-0.84,-1
-0.5,0.9,1
0.42,-0.4,-1
0.1,-0.87,-1
-1,-0.57,-1
0.5,0.21,1
-0.87,-1,-1
-0.04,0.85,1
0.67,0.88,1
-0.7,0.52,1
-0.25,-0.91,-1
0.12,-0.41,-1
0.83,-0.99,-1
-0.83,0.11,-1
-1,0.11,-1
0.3,-0.4,-1
0.09,-0.26,-1
-0.77,0.71,1
-0.85,0.37,-1
-0.18,0.68,1
-0.18,-0.58,-1
-0.01,0.55,1
0.05,0.37,1
0.72,0.55,1
-0.48,0.56,1
0.76,-0.15,-1
-0.8,0.94,1
-0.35,-0.83,-1
-0.05,-0.67,-1
0.13,0.15,1
-0.19,0.97,1
-0.41,-0.04,-1
-0.03,-1,-1
0.36,0.72,1
-0.15,-0.76,-1
0.45,1,1
-0.35,-0.8,-1
-0.4,-0.15,-1
-0.75,0.81,1
0.28,-0.07,-1
0.98,0.75,-1
0.1,-0.67,-1
0.77,0.31,-1
0.81,-0.34,-1
0.4,0.51,1
-0.46,-0.04,-1
-0.47,0.62,1
-0.54,-0.78,-1
-0.43,-0.52,-1
0,0.76,1
-0.42,0.74,1
-0.87,-0.16,-1
-0.35,-0.39,-1
0.16,-0.58,-1
0.4,0.82,1
0.88,-0.65,-1
-0.65,-0.11,-1
0.02,0.35,1
-0.45,0.93,1
0.89,-0.08,-1
-0.85,0.51,-1
-0.84,0.65,1
-0.49,-0.71,-1
-0.84,0.46,-1
-0.53,-0.15,-1
-0.7,-0.27,-1
0.09,0.08,1
0.5,-0.9,-1
-0.87,-0.35,-1
0.24,-0.46,-1
-0.89,-0.31,-1
-0.27,-0.14,-1
-0.81,0.37,-1
-0.74,0.53,-1
-0.25,-1,-1
0.06,-0.7,-1
0.73,0.4,-1
0.28,-0.11,-1
-0.82,0.02,-1
0.01,-0.74,-1
-0.24,-0.62,-1
-0.99,0.12,-1
-0.08,0.31,1
-0.89,0.57,-1
-0.24,-0.69,-1
-0.74,0.38,-1
-0.5,0.1,-1
0.82,-0.62,-1
0.23,-0.44,-1
0.3,0.58,1
0.91,-0.67,-1
0.21,-0.65,-1
0.37,0.27,1
-0.1,0.38,1
0.96,-0.86,-1
0.01,-0.6,-1
-0.62,-0.09,-1
0.14,-0.28,-1
-0.2,0.96,1
0.47,0.25,-1
-0.59,0.16,-1
0.74,-0.63,-1
-0.83,0.74,-1
0.92,-0.37,-1
0.23,-0.42,-1
-0.14,0.6,1
0.87,0.99,1
0.98,0.13,-1
-0.54,0.93,1
0.52,0.4,1
-0.85,0.81,-1
0.12,0.55,1
-0.57,0.72,1
0.01,0.64,1
-0.04,-0.13,-1
0.05,0.73,1
0.56,0.59,1
-0.04,0.57,1
0.09,-0.98,-1
0.18,0.55,1
-0.49,0.71,1
0.01,-0.18,-1
0.87,0.25,-1
-0.53,-0.75,-1
0.71,0.21,-1
0.52,-0.74,-1
-0.06,0.83,1
-0.66,-0.22,-1
-0.13,0.88,1
0.33,0.06,1
0.17,0.57,1
-0.18,-0.43,-1
-0.99,-0.56,-1
-0.07,-0.09,1
0.48,-0.39,-1
-0.1,-0.87,-1
-0.96,0.08,-1
-0.22,0.42,1
0.09,-0.71,-1
0.42,0.62,1
0.3,-0.21,-1
-0.12,0.62,1
0.29,0.63,1
-0.06,-0.44,-1
-0.16,-0.96,-1
0.95,-0.06,-1
0.33,-0.01,-1
-0.47,0.78,1
-0.48,-0.14,-1
-0.61,-0.72,-1
0.32,0.58,1
0.81,-0.54,-1
-0.13,0.76,1
-0.62,-0.31,-1
-0.2,0.53,1
0.83,0.48,-1
0,-0.2,-1
0.24,0.34,1
-0.1,0.87,1
-0.14,-0.75,-1
-0.56,0.57,1
-0.19,0.37,1
-0.2,-0.76,-1
-0.58,-0.38,-1
-0.4,0.42,1
-0.17,0.25,1
1,-0.76,-1
-0.85,0.49,-1
-0.91,-0.62,-1
-0.11,0.25,1
0.98,0.69,-1
-0.37,-0.5,-1
0.77,0.31,-1
-0.36,0.74,1
-0.8,-0.66,-1
0.29,0.17,1
0.86,0.17,-1
0.22,0.33,1
0.93,0.42,-1
-0.51,-0.69,-1
0.32,-0.72,-1
0.7,-0.08,-1
0.46,-0.32,-1
0.45,0.33,1
-0.93,0.53,-1
-0.89,-0.18,-1
0.41,-0.33,-1
-0.05,0.9,1
0.98,0.83,-1
0.4,-0.68,-1
-0.95,0.64,-1
-0.6,0.34,-1
0.27,-0.21,-1
0.43,-0.76,-1
0.33,-0.69,-1
0.58,-0.57,-1
-0.01,0.84,1
0.57,-0.21,-1
0.47,-0.23,-1
-0.2,-0.84,-1
-0.57,-0.78,-1
-0.64,-0.37,-1
0.21,0.9,1
-0.26,0.33,1
0.61,-0.34,-1
1,-0.77,-1
0.21,0.22,1
0.1,-0.22,-1
-0.11,-0.75,-1
-0.5,0.05,-1
-0.57,0.49,1
-1,0.85,-1
-0.09,0.06,1
-0.4,0.81,1
-0.47,0.41,1
-0.22,0.41,1
0.45,-0.38,-1
0.97,0.72,-1
0.28,-0.39,-1
0.35,0.11,-1
0.6,0.55,1
-0.95,0.56,-1
0.15,-0.53,-1
-0.87,0.08,-1
-0.56,0.61,1
0.41,-0.62,-1
-0.39,0.84,1
0.02,0.81,1
-0.79,0.08,-1
0.67,-0.57,-1
-0.83,-0.97,-1
-0.85,-0.92,-1
1,0.24,-1
-0.11,0.38,1
0.59,0.82,1
0.7,0.23,-1
0.22,0.84,1
0.35,-0.14,-1
0.21,0.08,1
0.68,-0.26,-1
0.26,-0.09,-1
-0.61,0.07,-1
0.08,0.07,1
-0.77,0.96,1
-0.53,0.55,1
-0.69,0.25,-1
-0.46,-0.54,-1
-0.38,0.81,1
-0.51,0.02,-1
0.46,-0.3,-1
-0.15,0.96,1
-0.72,-0.66,-1
0.8,0.43,-1
-0.45,0.67,1
-0.33,-0.87,-1
-0.38,-0.55,-1
0.8,0,-1
-0.19,0.62,1
-0.31,-0.89,-1
0.64,0.57,1
0.33,-0.58,-1
0.94,-0.3,-1
0.62,-0.5,-1
-0.64,0.05,-1
0.06,0.73,1
0.32,-0.66,-1
-0.19,-0.86,-1
-0.24,-0.04,-1
-0.47,0.66,1
0.32,0.29,1
-0.2,-0.38,-1
-0.76,-0.44,-1
-0.98,-0.82,-1
0.25,-0.46,-1
-0.88,0.61,-1
0.13,-0.08,-1
-0.41,0.73,1
0.06,-0.51,-1
0.13,0.02,1
0.32,-0.67,-1
0.07,0.13,1
0.25,0.37,1
-0.87,0.4,-1
0.52,-0.35,-1
0.96,-0.23,-1
-0.9,0.91,1
-0.4,-0.51,-1
0.25,0.56,1
-0.14,-0.32,-1
-0.88,1,1
-0.32,0.07,1
0.87,-0.68,-1
0.61,-0.54,-1
0.54,0.99,1
1,0.94,1
-0.94,-0.97,-1
0.05,-0.36,-1
0.76,0.9,1
-0.04,-0.24,-1
0.18,-0.12,-1
0.74,0.57,1
0.42,0.43,1
-0.52,0.03,-1
-0.05,-0.44,-1
-0.95,-0.44,-1
0.94,-0.38,-1
0.72,0.68,1
1,0.43,-1
0.83,-0.61,-1
-0.67,0.57,1
-0.16,0.31,1
-0.58,-0.28,-1
-0.68,0.21,-1
-0.32,-0.85,-1
0.02,-0.79,-1
0.3,-0.85,-1
0.61,0.87,1
-0.43,0.87,1
0.42,0.69,1
0.03,-0.98,-1
0.53,-0.13,-1
0.59,0.29,1
0.07,0.61,1
0.59,-0.71,-1
-0.33,0.32,1
-0.69,-0.39,-1
-0.42,-0.78,-1
-0.48,-0.21,-1
0.9,-0.79,-1
0.66,0.25,-1
-0.02,-0.22,-1
0.62,-0.64,-1
-0.02,0.44,1
0.55,0.02,-1
-0.73,0.7,1
0.21,-1,-1
-0.7,-0.42,-1
0.26,0.11,1
-0.92,0,-1
-0.41,-0.34,-1
0.12,0.65,1
-0.48,0.26,-1
0.21,-0.76,-1
0.5,0.79,1
-0.92,-0.95,-1
1,0.27,-1
-0.5,0.58,1
0.24,-0.16,-1
-0.24,-0.08,-1
-0.5,0.51,1
0.49,-0.37,-1
0.26,0.15,-1
0.39,-0.65,-1
-0.05,0.86,1
0.54,0.95,1
0.82,0.94,1
-0.91,-0.56,-1
-0.04,0.68,1
-0.06,-0.56,-1
0.93,-0.05,-1
0.57,-0.56,-1
-0.15,0.7,1
0.4,0.08,-1
-0.81,-0.98,-1
-0.23,0.57,1
0.41,0.38,1
0.32,0.47,1
-0.2,-0.57,-1
0.12,0.37,1
-0.65,0.29,-1
0.11,-0.15,-1
-0.5,0.71,1
0.04,0.11,1
0.93,0.3,-1
-0.32,-0.93,-1
0.37,0.48,1
-1,-0.21,-1
0.07,0.59,1
0.83,-0.29,-1
0.02,0.07,1
0.17,-0.83,-1
0.76,-0.33,-1
-0.96,0.72,-1
0.42,0.64,1
-0.19,-0.69,-1
0.77,0.69,1
-0.9,0.69,-1
0.91,-0.24,-1
-0.87,-0.42,-1
0.74,0.61,1
-0.38,-0.22,-1
-0.65,-0.46,-1
0.8,-0.41,-1
-0.66,-1,-1
-0.81,-0.19,-1
-0.89,-0.42,-1
0.51,-0.31,-1
0.7,-0.41,-1
0.48,-0.27,-1
0.98,-0.54,-1
0.53,0.08,-1
0.26,0.44,1
0.66,0.23,-1
0.78,0.58,-1
0.54,0.77,1
0.62,0.88,1
0.38,0.39,1
-0.17,0.09,1
0.05,-0.43,-1
0.85,-0.46,-1
-0.74,-0.94,-1
0.46,0.32,1
0.19,-0.02,1
0.51,-0.24,-1
0.84,-0.71,-1
-0.03,0.91,1
-0.31,0.29,1
0.1,-0.89,-1
-0.9,0.16,-1
0.84,0.01,-1
-0.98,0.27,-1
0.29,-0.28,-1
0.99,0.91,-1
0.92,0.42,-1
0.43,0.26,-1
-0.3,-0.77,-1
0.86,-0.08,-1
-0.6,-0.98,-1
-0.97,-0.87,-1
-0.76,0.97,1
-0.01,1,1
0.81,0.28,-1
0.94,0.27,-1
0.05,0.18,1
-0.08,-0.4,-1
0.09,0.31,1
0.17,0.17,1
-0.47,0.57,1
-0.99,0.6,-1
-0.35,0.84,1
-0.7,-0.17,-1
0.22,-0.37,-1
-0.14,-0.44,-1
-0.59,0.62,1
0.39,-0.46,-1
0.62,0.64,1
-0.93,-0.2,-1
0.47,0.33,1
-0.12,0.34,1
-0.58,1,1
0.95,-0.71,-1
0.45,0.52,1
-0.77,-0.62,-1
-0.72,-0.2,-1
0.52,-0.81,-1
0.36,0.82,1
-0.5,0.9,1
-0.19,0.36,1
-0.31,-0.77,-1
-0.84,-0.34,-1
0.48,-0.4,-1
0.62,-0.95,-1
-0.61,-0.71,-1
0.73,-0.42,-1
-0.32,-0.9,-1
-0.83,0.46,-1
0.3,0.97,1
0.23,-0.22,-1
-0.52,0.47,1
0.09,0.63,1
0.69,0.11,-1
-0.42,-0.28,-1
-0.01,0.11,1
0.79,-0.16,-1
0.39,0.52,1
0.18,0.7,1
-0.21,-0.01,-1
-0.72,-0.79,-1
0.14,-0.3,-1
-0.79,0.79,1
0.97,0.47,-1
-0.69,-0.95,-1
-0.29,0.04,1
0.41,-0.17,-1
-0.31,-0.78,-1
-0.93,0.4,-1
-0.09,-0.81,-1
0.72,-0.53,-1
0.3,0.61,1
-0.66,0.83,1
0.02,0.79,1
-0.2,-0.91,-1
0.31,-0.19,-1
-0.08,-0.79,-1
0.38,-0.1,-1
0.36,-0.02,-1
0.03,0.89,1
0.69,0.61,1
-0.44,-0.09,-1
-0.86,0.26,-1
0.52,-0.73,-1
-0.65,0.08,-1
0.25,-0.62,-1
0.18,0.31,1
0.95,-0.32,-1
-0.07,-0.96,-1
0.31,0.07,-1
0.89,-0.25,-1
-0.07,0.32,1
0.59,0.47,1
-0.94,-0.02,-1
-0.67,0.34,-1
-0.3,-0.42,-1
0.88,0.76,1
0.27,0.71,1
0.56,-0.37,-1
-0.17,0.95,1
0.99,0.84,-1
-0.25,-0.23,-1
-0.58,-0.65,-1
0.35,-0.58,-1
-0.45,-0.24,-1
-0.16,0.47,1
0.51,0.34,1
0.48,-0.4,-1
-0.86,-0.84,-1
-0.16,-0.01,-1
-0.39,-0.02,-1
0.13,0.73,1
-0.04,-0.85,-1
-0.74,0.5,1
-0.46,-0.95,-1
-0.85,-0.11,-1
-0.66,-0.61,-1
-0.71,0.88,1
0.96,-0.99,-1
-0.76,-0.15,-1
-0.53,0.47,1
-0.46,-0.41,-1
0.38,0.56,1
-0.43,0.82,1
-0.82,-0.65,-1
-0.44,-0.49,-1
-0.59,-0.15,-1
0.6,0.15,-1
0.39,0.1,-1
0.35,0.35,1
-0.71,0.83,1
-0.79,-0.64,-1
0.87,0.75,-1
0.66,-0.69,-1
-0.04,-0.5,-1
-0.7,0.07,-1
-0.46,0.48,1
0.17,0.08,1
0.67,-0.53,-1
-0.83,0.82,1
0.55,-0.9,-1
-0.63,-0.69,-1
0.8,-0.82,-1
-0.23,0.85,1
0.56,-0.2,-1
-0.29,0.11,1
-0.64,0.65,1
-0.12,-0.19,-1
-0.47,-0.53,-1
0.3,-0.35,-1
0.4,-0.81,-1
0.33,-0.44,-1
0.63,-0.64,-1
0.66,0.13,-1
-1,-0.32,-1
-0.14,0.39,1
-0.23,0.76,1
-0.84,-0.37,-1
-0.37,0.17,-1
0.57,-0.54,-1
-0.68,0.87,1
0.18,0.2,1
-0.65,-0.18,-1
0.71,-0.52,-1
-0.1,-0.51,-1
-0.1,0.35,1
-1,-0.89,-1
-0.25,-0.73,-1
-0.7,-0.09,-1
-0.67,-0.53,-1
0.02,-0.21,-1
0.89,0.98,1
0.33,-0.68,-1
0.13,-0.97,-1
-0.96,-0.06,-1
0.66,0.84,1
-0.35,0.85,1
0.41,-0.41,-1
-0.2,-0.1,-1
0.36,0.24,1
-0.63,-0.74,-1
0.27,-0.86,-1
0.35,0.48,1
-0.74,-0.4,-1
0.65,-0.35,-1
0.52,-0.69,-1
-0.26,-0.04,-1
-0.93,-0.63,-1
0.7,0.17,-1
-0.79,-0.48,-1
0.21,-0.1,-1
0.01,-0.84,-1
-0.23,0.52,1
-0.14,0.78,1
-0.02,0.43,1
-0.96,-0.05,-1
-0.06,0.69,1
0.68,0.77,1
0.01,0.46,1
0.25,0.67,1
-0.27,-0.12,-1
-0.53,0.89,1
-0.65,-0.34,-1
0.73,0.53,-1
0.69,-0.5,-1
-0.69,-0.46,-1
0.24,0.49,1
0.14,0.16,1
0.41,-0.84,-1
-0.15,0.42,1
-0.18,-0.86,-1
0.69,-0.39,-1
-0.29,-0.03,-1
0.27,-0.31,-1
0.6,-0.62,-1
0.35,-0.3,-1
-0.96,0.95,1
-0.57,0.08,-1
-0.41,-0.51,-1
-0.8,0.34,-1
0.49,-0.85,-1
0.66,0.84,1
0.71,-0.45,-1
-0.57,0.82,1
-0.33,0.42,1
0.42,-0.24,-1
-0.3,-0.19,-1
0.48,0.25,-1
0.42,0.84,1
0.52,-0.97,-1
0.04,0.53,1
-0.29,0.18,1
-0.01,-0.11,-1
-0.76,0.32,-1
-0.82,0.99,1
-0.48,0.4,1
0.55,-0.9,-1
-0.48,0.59,1
-0.43,0.01,-1
0.12,-0.48,-1
0,0.57,1
0.04,-0.73,-1
-0.08,0.26,1
0.36,0.5,1
0.62,0.69,1
0.29,-0.8,-1
0.72,0.76,1
-0.05,-0.72,-1
0.44,-0.15,-1
0.76,0.97,1
-0.9,-0.03,-1
1,-0.99,-1
0.06,-0.07,-1
0.02,-0.71,-1
-0.71,0.91,1
0.56,0.2,-1
-0.77,-0.09,-1
0.01,0.87,1
0.37,0.3,1
-0.26,0.05,-1
-0.36,0.16,-1
-0.91,0.15,-1
0.83,-0.8,-1
-0.18,0.22,1
0.31,0.52,1
0.49,0.08,-1
0.88,0.31,-1
-0.98,-0.69,-1
-0.55,0.69,1
0.73,-0.57,-1
-0.02,0.07,1
0.2,0.17,1
0.43,0,-1
-0.41,0.82,1
-0.96,0.13,-1
0.42,-0.38,-1
0.98,-0.51,-1
0.44,-0.48,-1
-0.23,-0.03,-1
0.4,-0.31,-1
0.07,0.68,1
0.9,-0.13,-1
0.88,-0.71,-1
-0.95,-0.11,-1
0.47,-0.07,-1
-0.62,-0.66,-1
-0.62,-0.68,-1
0.69,0.77,1
0.3,-0.47,-1
-0.4,0.94,1
-0.68,0,-1
0.13,-0.1,-1
0.09,-0.22,-1
-0.96,-0.17,-1
-0.18,-0.7,-1
-0.27,-0.32,-1
0.26,0.07,-1
-0.73,-0.25,-1
0.82,-0.96,-1
-0.69,-0.36,-1
0.52,-0.03,-1
-0.61,-0.91,-1
-0.88,0.19,-1
-0.84,0.24,-1
0.09,-0.95,-1
-0.06,-0.21,-1
0.15,-0.96,-1
0.67,-0.68,-1
0.96,-0.87,-1
-0.22,-0.55,-1
0.54,0.97,1
0.29,-0.65,-1
0.95,-0.52,-1
0.38,-0.35,-1
0.65,0.74,1
-0.78,-0.32,-1
0.48,0.83,1
0.8,0.49,-1
-0.13,0.45,1
0.99,-0.78,-1
0.75,0.76,1
-0.53,0.05,-1
0.31,-0.01,-1
0.32,-0.63,-1
-0.43,-0.98,-1
0.89,-0.76,-1
0.99,0.73,-1
-0.88,0.52,-1
-0.41,-0.62,-1
0.19,-0.64,-1
-0.77,-0.89,-1
0.24,-0.42,-1
-0.4,0.9,1
-0.56,0.22,-1
-0.07,0.79,1
0.16,0.67,1
-0.95,0.66,-1
-0.22,0.79,1
0,-0.63,-1
-0.34,0.57,1
-0.45,0.8,1
-0.81,0.03,-1
-0.12,0.64,1
-0.44,-0.93,-1
-0.38,0,-1
-0.3,-0.84,-1
0.03,-0.78,-1
0.09,0,-1
-0.34,-1,-1
-0.38,-0.33,-1
-0.05,0.22,1
0.39,0.42,1
-0.59,-0.7,-1
0.33,-0.13,-1
0.46,0.49,1
0.38,-0.81,-1
-0.03,0.23,1
-0.79,-0.69,-1
0.24,-0.02,1
-0.36,0.61,1
0.61,-0.44,-1
-0.64,0.95,1
-0.85,-0.64,-1
0.58,0.7,1
0.08,0.16,1
0.58,-0.46,-1
-0.76,0.51,-1
0.12,0.73,1
0.01,-0.04,-1
-0.1,0.6,1
0.47,0.2,-1
0.25,0.56,1
-0.55,0.72,1
0.96,0.29,-1
-0.67,-0.64,-1
-0.81,0.95,1
-0.75,-0.82,-1
0.54,0.31,1
0.14,-0.68,-1
0.73,0.22,-1
0.92,-0.31,-1
-0.34,0.94,1
0.36,-0.61,-1
-0.58,-0.65,-1
0.18,-0.32,-1
0.1,-0.13,-1
0.57,0.13,-1
0.54,-0.34,-1
0.24,0.81,1
0.9,0.53,-1
-0.85,0.44,-1
0.62,-0.91,-1
-0.36,0.46,1
0.38,0.88,1
0.41,0.05,-1
0.81,-0.85,-1
-0.86,0.72,1
-0.34,0.26,1
-0.5,-0.5,-1
-0.35,-0.6,-1
-0.97,-0.44,-1
-0.91,-0.83,-1
-0.91,-0.18,-1
-0.52,-0.81,-1
0.22,0.61,1
-0.36,0.41,1
-0.06,0.55,1
-0.64,-0.79,-1
-0.56,-0.29,-1
-0.67,0.37,1
0.75,0.4,-1
-0.41,0.49,1
0.54,0.59,1
0.95,-0.94,-1
-0.79,0.29,-1
0.55,0.94,1
0.02,-0.13,-1
-0.78,0.23,-1
-0.31,0.68,1
0.66,-1,-1
0.03,0.76,1
-0.05,-0.66,-1
0.06,0.89,1
0.99,0.83,-1
0.1,-0.96,-1
0.84,0.59,-1
0.97,-0.39,-1
0.65,-0.16,-1
0.54,0.53,1
-0.86,0.19,-1
-0.89,-0.79,-1
0.48,0.17,1
-0.67,-0.78,-1
-0.24,-0.8,-1
0.27,0.31,1
0.06,0.14,1
-0.21,0.11,1
0.39,-0.25,-1
0.23,-0.71,-1
-0.26,-0.57,-1
-0.74,-0.46,-1
0.54,-0.98,-1
0.16,-0.65,-1
-0.33,0.12,1
-1,-0.62,-1
0.4,0.45,1
-0.63,-0.76,-1
0.97,0.64,-1
-0.61,-0.14,-1
-0.65,0.61,1
0.5,0.87,1
-0.13,0.41,1
0.4,-0.43,-1
-0.85,0.24,-1
0.12,0.25,1
0.39,-0.36,-1
-0.2,0.01,-1
0.32,-0.03,-1
-0.41,0.36,1
-0.85,0.72,-1
-0.86,0.22,-1
-0.31,-0.92,-1
0.26,0.48,1
-0.83,0.64,-1
-0.8,-0.25,-1
-0.37,-0.86,-1
-0.5,-0.05,-1
-0.39,-0.73,-1
-0.65,-0.14,-1
-0.05,0.01,-1
0.16,0.16,1
0.23,0.86,1
-0.29,0.11,1
-0.24,0.28,1
-0.95,0.49,-1
-0.41,-0.89,-1
0.78,-0.39,-1
0.97,0.22,-1
0.13,0.57,1
0.66,-0.48,-1
0.91,0.68,-1
0.36,-0.09,-1
-0.11,0.62,1
0.91,-0.62,-1
-0.44,-0.56,-1
0.97,0.04,-1
0.51,-0.19,-1
1,-0.22,-1
-0.25,0.91,1
-0.63,0.57,1
0.01,0.48,1
-0.19,-0.17,-1
-0.54,0.73,1
0.22,0.64,1
0.26,-0.81,-1
-0.22,-0.85,-1
-0.59,0.66,1
-0.33,0.66,1
-0.86,-0.59,-1
0.18,-0.21,-1
-0.26,0.81,1
0.98,-0.39,-1
-0.88,0.08,-1
0.89,-0.71,-1
-0.98,0.56,-1
-0.39,-0.67,-1
-0.77,-0.25,-1
-0.34,0.42,1
0.88,0.56,-1
-0.01,-0.27,-1
0.68,0.48,1
0.85,0.45,-1
-0.16,0.57,1
0.56,0.46,1
0.93,0.48,-1
-0.53,-0.91,-1
0.19,-0.67,-1
0.57,-0.01,-1
0.6,-0.13,-1
-0.97,0.86,1
0.27,0.54,1
-0.69,0.39,-1
0.97,-0.78,-1
-0.3,0.79,1
0.73,0.71,1
-0.69,-0.82,-1
0.23,0.37,1
-0.11,-0.06,-1
0.96,-0.47,-1
-0.41,-0.44,-1
0.95,0.84,-1
-0.22,-0.86,-1
0.07,-0.89,-1
-0.07,-0.19,-1
-0.76,-0.46,-1
0.03,-0.15,-1
0.92,-0.93,-1
0.14,-0.03,-1
0.35,-0.08,-1
-0.58,0.52,1
0.37,0.46,1
0.85,-0.76,-1
0.72,0.32,-1
0.82,-0.76,-1
0.7,-0.52,-1
0.28,0.51,1
0.06,0.43,1
-0.8,-0.44,-1
-0.72,0.92,1
-0.11,-0.66,-1
-0.93,0.71,-1
0.09,0.56,1
-0.76,0.28,-1
0.52,0.09,-1
0.61,-0.22,-1
-0.77,-0.94,-1
0.71,0.12,-1
0.27,0.33,1
0.8,0.61,-1
0.24,-0.5,-1
-0.8,-0.43,-1
-0.38,0.66,1
0.29,0.91,1
0.27,0.43,1
0.5,0.04,-1
-0.81,0.27,-1
-0.59,-0.02,-1
-0.95,-0.75,-1
-0.74,-0.96,-1
-0.61,0.29,1
-0.15,0.49,1
